title,code,url,types,featured,applications_open,applications_close,intake,duration,fees,area_of_interest
Government and Politics of Singapore,(POL103),https://www.suss.edu.sg/courses/detail/pol103,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Government and Security,(SEC333),https://www.suss.edu.sg/courses/detail/sec333,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Green Criminology and Environmental Crime,(CRM312),https://www.suss.edu.sg/courses/detail/crm312,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Group Dynamics,(PSY263),https://www.suss.edu.sg/courses/detail/psy263,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Hands-on Lab with Multichain,(FIN555),https://www.suss.edu.sg/courses/detail/fin555,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Finance
HCIA - 5G,(ENG308),https://www.suss.edu.sg/courses/detail/eng308,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
HCIA – Datacom,(ICT264),https://www.suss.edu.sg/courses/detail/ict264,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3211,Science and Technology
Health and Disaster Security,(SEC233),https://www.suss.edu.sg/courses/detail/sec233,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Health Psychology,(PSY265),https://www.suss.edu.sg/courses/detail/psy265,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Healthcare Administration,(BME219),https://www.suss.edu.sg/courses/detail/bme219,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Healthcare Standards and Regulations,(BME217),https://www.suss.edu.sg/courses/detail/bme217,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Hindi Language for Work 1,(OGP185),https://www.suss.edu.sg/courses/detail/ogp185,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
History of Media,(MTD113),https://www.suss.edu.sg/courses/detail/mtd113,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Hospitality and Tourism Management,(EMT309),https://www.suss.edu.sg/courses/detail/emt309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
Human Behaviour in Organisations,(HRM203),https://www.suss.edu.sg/courses/detail/hrm203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
Human Capital Management in the New Normal,(HCM551),https://www.suss.edu.sg/courses/detail/hcm551,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Human Capital Measurement,(HRM318),https://www.suss.edu.sg/courses/detail/hrm318,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
Human Capital Strategy and Business Partnering,(HCM539),https://www.suss.edu.sg/courses/detail/hcm539,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Human Factors and Systems Design,(SST102),https://www.suss.edu.sg/courses/detail/sst102,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Human Factors in Defence and Security,(HFS376),https://www.suss.edu.sg/courses/detail/hfs376,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Human-centred Design Thinking,(GSP217),https://www.suss.edu.sg/courses/detail/gsp217,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,General Studies
Human-Computer Interaction for Organisations,(MGT556),https://www.suss.edu.sg/courses/detail/mgt556,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Hyperautomation,(ANL505),https://www.suss.edu.sg/courses/detail/anl505,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Impactful Leadership,(MGT561),https://www.suss.edu.sg/courses/detail/mgt561,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Incident and Accident Investigation,(HFS353),https://www.suss.edu.sg/courses/detail/hfs353,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Indonesian Language for Work 1,(OGP182),https://www.suss.edu.sg/courses/detail/ogp182,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Indoor Environmental Quality,(FMT407),https://www.suss.edu.sg/courses/detail/fmt407,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Built Environment
Industry 4.0 Logistics Applications,(LOG309),https://www.suss.edu.sg/courses/detail/log309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Industry 5.0,(MGT571),https://www.suss.edu.sg/courses/detail/mgt571,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Influential and Facilitative Leadership for Advocacy,(OST362),https://www.suss.edu.sg/courses/detail/ost362,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Information Security Offence Defence and Incident Management,(ICT348),https://www.suss.edu.sg/courses/detail/ict348,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Innovation and Strategy,(MGT555),https://www.suss.edu.sg/courses/detail/mgt555,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Innovation Management and Digital Transformation,(BUS368),https://www.suss.edu.sg/courses/detail/bus368,"IHL Micro-Credentials, Modular Undergraduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Integrated Digital Delivery in Built Environment,(FMT505),https://www.suss.edu.sg/courses/detail/fmt505,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Built Environment
Intellectual Property (IP) for Technology and Business,(IPM401),https://www.suss.edu.sg/courses/detail/ipm401,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Intellectual Property (IP) for Technology and Business,(IPM563),https://www.suss.edu.sg/courses/detail/ipm563,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
Intellectual Property and Patents,(ENG107),https://www.suss.edu.sg/courses/detail/eng107,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Science and Technology
Intercultural Communication,(ELG254),https://www.suss.edu.sg/courses/detail/elg254,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Interdisciplinary Global Learning,(NIE351),https://www.suss.edu.sg/courses/detail/nie351,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,12 months,$1461,Others
Interdisciplinary Problem-Solving,(NIE352),https://www.suss.edu.sg/courses/detail/nie352,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Interdisciplinary Processes for a Better World,(NIE201),https://www.suss.edu.sg/courses/detail/nie201,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
International Economics,(ECO203),https://www.suss.edu.sg/courses/detail/eco203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
International Human Capital Management and Cultural Intelligence,(HCM555),https://www.suss.edu.sg/courses/detail/hcm555,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
International Taxation and Tax Planning,(ACC309),https://www.suss.edu.sg/courses/detail/acc309,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1629,Business Administration
Internet of Things (IoT),(ENG233),https://www.suss.edu.sg/courses/detail/eng233,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Interviewing Techniques,(HRM375),https://www.suss.edu.sg/courses/detail/hrm375,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
Introduction to Aerospace Engineering,(EAS105),https://www.suss.edu.sg/courses/detail/eas105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Introduction to AI,(AIB501),https://www.suss.edu.sg/courses/detail/aib501,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Business Administration
Introduction to Chemistry and Biochemistry,(BME109),https://www.suss.edu.sg/courses/detail/bme109,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Science and Technology
Introduction to Comparative Politics,(POL203),https://www.suss.edu.sg/courses/detail/pol203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Introduction to Engineering Materials and Aeromaterials,(EAS107),https://www.suss.edu.sg/courses/detail/eas107,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1936,Science and Technology
Introduction to Film Studies,(FLM101),https://www.suss.edu.sg/courses/detail/flm101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Digital Media
Introduction to Financial Data Science,(FIN552),https://www.suss.edu.sg/courses/detail/fin552,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Finance
Introduction to International Relations,(POL208),https://www.suss.edu.sg/courses/detail/pol208,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Introduction to Personal Financial Planning,(GSP110),https://www.suss.edu.sg/courses/detail/gsp110,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,General Studies
Introduction to Political Science,(POL101),https://www.suss.edu.sg/courses/detail/pol101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Introduction to Psychology 1,(PSY107),https://www.suss.edu.sg/courses/detail/psy107,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Introduction to Psychology 2,(PSY108),https://www.suss.edu.sg/courses/detail/psy108,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Introduction to Sociology,(SOC105),https://www.suss.edu.sg/courses/detail/soc105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Humanities and Social Sciences
Introduction to Special Educational Needs,(SPE101),https://www.suss.edu.sg/courses/detail/spe101,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Special Education
Introduction to Sustainability Leadership,(OST165),https://www.suss.edu.sg/courses/detail/ost165,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Introduction to Taxation,(ACC214),https://www.suss.edu.sg/courses/detail/acc214,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Introduction to Vietnam,(OGP105),https://www.suss.edu.sg/courses/detail/ogp105,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3185.05,Others
Inventory Management,(LOG203),https://www.suss.edu.sg/courses/detail/log203,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
iOS Application Development,(MTD367),https://www.suss.edu.sg/courses/detail/mtd367,Modular Undergraduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1606,Digital Media
IoT Developer Certification,(AIT511),https://www.suss.edu.sg/courses/detail/ait511,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Science and Technology
IoT Devices and Communications,(AIT507),https://www.suss.edu.sg/courses/detail/ait507,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Science and Technology
IoT Networking and Infrastructure,(AIT509),https://www.suss.edu.sg/courses/detail/ait509,Modular Graduate Course,FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Science and Technology
IP & Business Strategy,(IPM505),https://www.suss.edu.sg/courses/detail/ipm505,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
IP & Technology-Driven Innovation,(IPM574),https://www.suss.edu.sg/courses/detail/ipm574,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
IP Asset Management,(IPM503),https://www.suss.edu.sg/courses/detail/ipm503,"IHL Micro-Credentials, Modular Graduate Course, SkillsFuture Series",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
IP in the ASEAN Context,(IPM537),https://www.suss.edu.sg/courses/detail/ipm537,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
IP in the Global Context,(IPM535),https://www.suss.edu.sg/courses/detail/ipm535,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$3000,Business Administration
IT Project Management,(ICT317),https://www.suss.edu.sg/courses/detail/ict317,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2922,Science and Technology
IT-Enabled Business Transformation,(BUS362),https://www.suss.edu.sg/courses/detail/bus362,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Business Administration
Landmark Cases in Income Tax and Handling Tax Controversy,(TAX533),https://www.suss.edu.sg/courses/detail/tax533,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Business Administration
Language and Communication Needs,(SPE107),https://www.suss.edu.sg/courses/detail/spe107,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Special Education
Language and Society,(ELG217),https://www.suss.edu.sg/courses/detail/elg217,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Language in the Workplace,(ELG368),https://www.suss.edu.sg/courses/detail/elg368,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Language Structure: Sentences and Sounds,(ELG213),https://www.suss.edu.sg/courses/detail/elg213,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Linguistics and Languages
Leadership Development,(HRM335),https://www.suss.edu.sg/courses/detail/hrm335,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Management
Leadership for Collective Impact,(NPM526),https://www.suss.edu.sg/courses/detail/npm526,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$2640,Management
Leadership in Service Innovation,(MGT553),https://www.suss.edu.sg/courses/detail/mgt553,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Leading Change for Social Impact,(OST361),https://www.suss.edu.sg/courses/detail/ost361,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1461,Others
Leading for Sustainability,(BUS557),https://www.suss.edu.sg/courses/detail/bus557,"IHL Micro-Credentials, Modular Graduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$1320,Management
Leading in an Age of Disruption,(GSP188),https://www.suss.edu.sg/courses/detail/gsp188,"IHL Micro-Credentials, Modular Undergraduate Course",FALSE,01-May-25,15-Jun-25,Jul-25,6 months,$732,General Studies
